text_a,span_text_a,text_b,span_text_b,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,is_centered_B,font_size_a,font_size_b,font_size_diff,same_font,is_bold_A,is_bold_B,is_italic_A,is_italic_B,is_monospace_A,is_monospace_B,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,page_number_a,page_number_b,label
"Add the chicken, lettuce, and Parmesan cheese.","Add the chicken, lettuce, and Parmesan cheese.",Roll up the tortilla tightly and slice in half.,Roll up the tortilla tightly and slice in half.,0.5,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,2,2,1
Roll up the tortilla tightly and slice in half.,Roll up the tortilla tightly and slice in half.,Quinoa Salad,Quinoa Salad,1449001.5,-36.0,0,0,0,12.0,12.0,0.0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,2,2,0
Quinoa Salad,Quinoa Salad,Ingredients:,Ingredients:,1180.0,0.0,1,0,0,12.0,12.0,0.0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,0
Ingredients:,Ingredients:,1 cup cooked quinoa,1 cup cooked quinoa,1179.0,36.0,0,0,0,12.0,12.0,0.0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,2,2,0
1 cup cooked quinoa,1 cup cooked quinoa,"1/2 cup cherry tomatoes, halved","1/2 cup cherry tomatoes, halved",1.0,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
"1/2 cup cherry tomatoes, halved","1/2 cup cherry tomatoes, halved","1/2 cucumber, diced","1/2 cucumber, diced",1.0,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
"1/2 cucumber, diced","1/2 cucumber, diced","1/4 cup red onion, finely chopped","1/4 cup red onion, finely chopped",0.0,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
"1/4 cup red onion, finely chopped","1/4 cup red onion, finely chopped","1/4 cup feta cheese, crumbled","1/4 cup feta cheese, crumbled",1.0,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
"1/4 cup feta cheese, crumbled","1/4 cup feta cheese, crumbled",2 tablespoons olive oil,2 tablespoons olive oil,1.0,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
2 tablespoons olive oil,2 tablespoons olive oil,1 tablespoon lemon juice,1 tablespoon lemon juice,0.0,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
1 tablespoon lemon juice,1 tablespoon lemon juice,Salt and pepper to taste,Salt and pepper to taste,1.0,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
Salt and pepper to taste,Salt and pepper to taste,Instructions:,Instructions:,-1965.0,-36.0,0,0,0,12.0,12.0,0.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,2,2,0
Instructions:,Instructions:,"In a large bowl, combine the quinoa, tomatoes, cucumber, red onion, and feta cheese.","In a large bowl, combine the quinoa, tomatoes, cucumber, red onion, and feta cheese.",1180.0,36.0,0,0,1,12.0,12.0,0.0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,2,2,0
"In a large bowl, combine the quinoa, tomatoes, cucumber, red onion, and feta cheese.","In a large bowl, combine the quinoa, tomatoes, cucumber, red onion, and feta cheese.",Drizzle with olive oil and lemon juice.,Drizzle with olive oil and lemon juice.,0.0,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,2,2,1
Drizzle with olive oil and lemon juice.,Drizzle with olive oil and lemon juice.,"Season with salt and pepper, then toss to combine.","Season with salt and pepper, then toss to combine.",1.0,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,2,2,1
"Season with salt and pepper, then toss to combine.","Season with salt and pepper, then toss to combine.",Turkey and Avocado Sandwich,Turkey and Avocado Sandwich,1449001.0,-36.0,0,0,0,12.0,12.0,0.0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,2,2,0
Turkey and Avocado Sandwich,Turkey and Avocado Sandwich,Ingredients:,Ingredients:,1180.0,0.0,1,0,0,12.0,12.0,0.0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,0
Ingredients:,Ingredients:,2 slices whole grain bread,2 slices whole grain bread,1180.0,36.0,0,0,0,12.0,12.0,0.0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,2,2,0
2 slices whole grain bread,2 slices whole grain bread,4 slices turkey breast,4 slices turkey breast,-2.0,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
4 slices turkey breast,4 slices turkey breast,"1/2 avocado, sliced","1/2 avocado, sliced",0.0,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
"1/2 avocado, sliced","1/2 avocado, sliced",1/2 cup spinach leaves,1/2 cup spinach leaves,0.0,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
1/2 cup spinach leaves,1/2 cup spinach leaves,1 tablespoon mustard or mayo,1 tablespoon mustard or mayo,0.0,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
1 tablespoon mustard or mayo,1 tablespoon mustard or mayo,Instructions:,Instructions:,-1966.0,-36.0,0,0,0,12.0,12.0,0.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,2,2,0
Instructions:,Instructions:,Spread mustard or mayo on one slice of bread.,Spread mustard or mayo on one slice of bread.,3146.0,36.0,0,0,0,12.0,12.0,0.0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,2,2,0
Spread mustard or mayo on one slice of bread.,Spread mustard or mayo on one slice of bread.,"Layer the turkey, avocado, and spinach on top.","Layer the turkey, avocado, and spinach on top.",0.0,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,2,2,1
"Layer the turkey, avocado, and spinach on top.","Layer the turkey, avocado, and spinach on top.",Top with the second slice of bread and cut in half.,Top with the second slice of bread and cut in half.,-2.0,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,2,2,1
Greek Yogurt Parfait,Greek Yogurt Parfait,Ingredients:,Ingredients:,-786.0,0.0,1,0,0,12.0,12.0,0.0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,3,3,0
Ingredients:,Ingredients:,1 cup Greek yogurt,1 cup Greek yogurt,3144.5,36.0,0,0,0,12.0,12.0,0.0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,3,3,0
1 cup Greek yogurt,1 cup Greek yogurt,1/2 cup granola,1/2 cup granola,0.5,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,3,3,1
1/2 cup granola,1/2 cup granola,"1/2 cup mixed berries strawberries, blueberries, raspberries","1/2 cup mixed berries (strawberries, blueberries, raspberries)",0.5,0.0,1,0,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,3,3,1
"1/2 cup mixed berries strawberries, blueberries, raspberries","1/2 cup mixed berries (strawberries, blueberries, raspberries)",1 tablespoon honey,1 tablespoon honey,0.5,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,3,3,1
1 tablespoon honey,1 tablespoon honey,Instructions:,Instructions:,-1966.0,-36.0,0,0,0,12.0,12.0,0.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,3,3,0
Instructions:,Instructions:,"In a bowl or jar, layer the Greek yogurt, granola, and mixed berries.","In a bowl or jar, layer the Greek yogurt, granola, and mixed berries.",1178.5,36.0,0,0,1,12.0,12.0,0.0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,3,3,0
"In a bowl or jar, layer the Greek yogurt, granola, and mixed berries.","In a bowl or jar, layer the Greek yogurt, granola, and mixed berries.",Drizzle with honey.,Drizzle with honey.,0.5,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,3,3,1
Drizzle with honey.,Drizzle with honey.,Repeat the layers if desired.,Repeat the layers if desired.,0.5,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,3,3,1
Repeat the layers if desired.,Repeat the layers if desired.,Hummus and Veggie Pita,Hummus and Veggie Pita,1450968.0,-36.0,0,0,0,12.0,12.0,0.0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,3,3,0
Hummus and Veggie Pita,Hummus and Veggie Pita,Ingredients:,Ingredients:,-786.0,0.0,1,0,0,12.0,12.0,0.0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,3,3,0
Ingredients:,Ingredients:,1 whole wheat pita bread,1 whole wheat pita bread,3145.0,36.0,0,0,0,12.0,12.0,0.0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,3,3,0
1 whole wheat pita bread,1 whole wheat pita bread,1/2 cup hummus,1/2 cup hummus,1.0,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,3,3,1
1/2 cup hummus,1/2 cup hummus,"1/2 cup cucumber, sliced","1/2 cup cucumber, sliced",1.0,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,3,3,1
"1/2 cup cucumber, sliced","1/2 cup cucumber, sliced","1/2 cup bell pepper, sliced","1/2 cup bell pepper, sliced",0.0,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,3,3,1
"1/2 cup bell pepper, sliced","1/2 cup bell pepper, sliced",1/4 cup shredded carrots,1/4 cup shredded carrots,1.0,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,3,3,1
1/4 cup shredded carrots,1/4 cup shredded carrots,1/4 cup baby spinach,1/4 cup baby spinach,1.0,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,3,3,1
1/4 cup baby spinach,1/4 cup baby spinach,Instructions:,Instructions:,-1965.0,-36.0,0,0,0,12.0,12.0,0.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,3,3,0
Instructions:,Instructions:,Cut the pita bread in half to create pockets.,Cut the pita bread in half to create pockets.,1179.0,36.0,0,0,0,12.0,12.0,0.0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,3,3,0
Cut the pita bread in half to create pockets.,Cut the pita bread in half to create pockets.,Spread hummus inside each pocket.,Spread hummus inside each pocket.,1.0,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,3,3,1
Spread hummus inside each pocket.,Spread hummus inside each pocket.,"Fill with cucumber, bell pepper, carrots, and spinach.","Fill with cucumber, bell pepper, carrots, and spinach.",0.0,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,3,3,1
"Fill with cucumber, bell pepper, carrots, and spinach.","Fill with cucumber, bell pepper, carrots, and spinach.",Tuna Salad,Tuna Salad,1449001.0,-36.0,0,0,0,12.0,12.0,0.0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,3,3,0
Tuna Salad,Tuna Salad,Ingredients:,Ingredients:,-786.0,-0.0,1,0,0,12.0,12.0,0.0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,3,3,0
Ingredients:,Ingredients:,"1 can tuna, drained","1 can tuna, drained",3146.0,36.0,0,0,0,12.0,12.0,0.0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,3,3,0
"1 can tuna, drained","1 can tuna, drained",1/4 cup mayonnaise,1/4 cup mayonnaise,0.0,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,3,3,1
1/4 cup mayonnaise,1/4 cup mayonnaise,1 tablespoon Dijon mustard,1 tablespoon Dijon mustard,0.0,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,3,3,1
1 tablespoon Dijon mustard,1 tablespoon Dijon mustard,"1 celery stalk, diced","1 celery stalk, diced",-2.0,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,3,3,1
"1 celery stalk, diced","1 celery stalk, diced","1/4 cup red onion, finely chopped","1/4 cup red onion, finely chopped",0.0,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,3,3,1
"1/4 cup red onion, finely chopped","1/4 cup red onion, finely chopped",Salt and pepper to taste,Salt and pepper to taste,0.0,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,3,3,1
Salt and pepper to taste,Salt and pepper to taste,Lettuce leaves or whole grain bread for serving,Lettuce leaves or whole grain bread for serving,0.0,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,3,3,1
Lettuce leaves or whole grain bread for serving,Lettuce leaves or whole grain bread for serving,Instructions:,Instructions:,-1966.0,-36.0,0,0,0,12.0,12.0,0.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,3,3,0
Instructions:,Instructions:,"In a bowl, combine the tuna, mayonnaise, Dijon mustard, celery, and red onion.","In a bowl, combine the tuna, mayonnaise, Dijon mustard, celery, and red onion.",1178.0,36.0,0,0,1,12.0,12.0,0.0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,3,3,0
"In a bowl, combine the tuna, mayonnaise, Dijon mustard, celery, and red onion.","In a bowl, combine the tuna, mayonnaise, Dijon mustard, celery, and red onion.",Season with salt and pepper.,Season with salt and pepper.,0.0,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,3,3,1
Serve on lettuce leaves or whole grain bread.,Serve on lettuce leaves or whole grain bread.,Caprese Sandwich,Caprese Sandwich,1449000.0,-36.0,0,0,0,12.0,12.0,0.0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,4,4,0
Caprese Sandwich,Caprese Sandwich,Ingredients:,Ingredients: t,-786.0,-0.0,1,0,0,12.0,12.0,0.0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,4,4,0
Ingredients:,Ingredients: t,2 slices ciabatta bread,2 slices ciabatta bread,3146.5,36.0,0,0,0,12.0,12.0,0.0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,4,4,0
2 slices ciabatta bread,2 slices ciabatta bread,"1/2 cup fresh mozzarella, sliced","1/2 cup fresh mozzarella, sliced",0.5,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,4,4,1
"1/2 cup fresh mozzarella, sliced","1/2 cup fresh mozzarella, sliced","1 tomato, sliced","1 tomato, sliced",0.5,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,4,4,1
"1 tomato, sliced","1 tomato, sliced",Fresh basil leaves,Fresh basil leaves,-1.5,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,4,4,1
Fresh basil leaves,Fresh basil leaves,1 tablespoon balsamic glaze,1 tablespoon balsamic glaze,0.5,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,4,4,1
1 tablespoon balsamic glaze,1 tablespoon balsamic glaze,1 tablespoon olive oil,1 tablespoon olive oil,0.5,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,4,4,1
1 tablespoon olive oil,1 tablespoon olive oil,Salt and pepper to taste,Salt and pepper to taste,0.5,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,4,4,1
Salt and pepper to taste,Salt and pepper to taste,Instructions:,Instructions:,-1965.0,-36.0,0,0,0,12.0,12.0,0.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,4,4,0
Instructions:,Instructions:,Drizzle olive oil on one slice of bread.,Drizzle olive oil on one slice of bread.,1179.0,36.0,0,0,0,12.0,12.0,0.0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,4,4,0
Drizzle olive oil on one slice of bread.,Drizzle olive oil on one slice of bread.,"Layer the mozzarella, tomato, and basil on top.","Layer the mozzarella, tomato, and basil on top.",1.0,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,4,4,1
"Layer the mozzarella, tomato, and basil on top.","Layer the mozzarella, tomato, and basil on top.",Drizzle with balsamic glaze and season with salt and pepper.,Drizzle with balsamic glaze and season with salt and pepper.,1.0,0.0,1,0,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,4,4,1
Drizzle with balsamic glaze and season with salt and pepper.,Drizzle with balsamic glaze and season with salt and pepper.,Top with the second slice of bread and cut in half.,Top with the second slice of bread and cut in half.,0.0,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,4,4,1
Top with the second slice of bread and cut in half.,Top with the second slice of bread and cut in half.,Chicken Salad Lettuce Wraps,Chicken Salad Lettuce Wraps,1449002.0,-36.0,0,0,0,12.0,12.0,0.0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,4,4,0
Chicken Salad Lettuce Wraps,Chicken Salad Lettuce Wraps,Ingredients:,Ingredients:,1180.0,0.0,1,0,0,12.0,12.0,0.0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,4,4,0
Ingredients:,Ingredients:,"1 cup cooked chicken breast, shredded","1 cup cooked chicken breast, shredded",1179.0,36.0,0,0,0,12.0,12.0,0.0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,4,4,0
"1 cup cooked chicken breast, shredded","1 cup cooked chicken breast, shredded",1/4 cup mayonnaise,1/4 cup mayonnaise,1.0,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,4,4,1
1/4 cup mayonnaise,1/4 cup mayonnaise,1 tablespoon Dijon mustard,1 tablespoon Dijon mustard,1.0,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,4,4,1
1 tablespoon Dijon mustard,1 tablespoon Dijon mustard,"1 celery stalk, diced","1 celery stalk, diced",1.0,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,4,4,1
"1 celery stalk, diced","1 celery stalk, diced","1/4 cup red grapes, halved","1/4 cup red grapes, halved",0.0,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,4,4,1
"1/4 cup red grapes, halved","1/4 cup red grapes, halved",Salt and pepper to taste,Salt and pepper to taste,1.0,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,4,4,1
Salt and pepper to taste,Salt and pepper to taste,Lettuce leaves for serving,Lettuce leaves for serving,1.0,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,4,4,1
Lettuce leaves for serving,Lettuce leaves for serving,Instructions:,Instructions:,-1968.0,-36.0,0,0,0,12.0,12.0,0.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,4,4,0
Instructions:,Instructions:,"In a bowl, combine the chicken, mayonnaise, Dijon mustard, celery, and grapes.","In a bowl, combine the chicken, mayonnaise, Dijon mustard, celery, and grapes.",1180.0,36.0,0,0,1,12.0,12.0,0.0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,4,4,0
"In a bowl, combine the chicken, mayonnaise, Dijon mustard, celery, and grapes.","In a bowl, combine the chicken, mayonnaise, Dijon mustard, celery, and grapes.",Season with salt and pepper.,Season with salt and pepper.,0.0,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,4,4,1
Season with salt and pepper.,Season with salt and pepper.,Serve in lettuce leaves.,Serve in lettuce leaves.,0.0,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,4,4,1
Serve in lettuce leaves.,Serve in lettuce leaves.,Veggie and Hummus Wrap,Veggie and Hummus Wrap,1449000.0,-36.0,0,0,0,12.0,12.0,0.0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,4,4,0
Veggie and Hummus Wrap,Veggie and Hummus Wrap,Ingredients:,Ingredients:,1180.0,0.0,1,0,0,12.0,12.0,0.0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,4,4,0
Ingredients:,Ingredients:,1 whole wheat tortilla,1 whole wheat tortilla,1180.0,36.0,0,0,0,12.0,12.0,0.0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,4,4,0
1 whole wheat tortilla,1 whole wheat tortilla,1/2 cup hummus,1/2 cup hummus,-2.0,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,4,4,1
1/2 cup hummus,1/2 cup hummus,"1/2 cup cucumber, sliced","1/2 cup cucumber, sliced",0.0,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,4,4,1
"1/2 cup cucumber, sliced","1/2 cup cucumber, sliced","1/2 cup bell pepper, sliced","1/2 cup bell pepper, sliced",0.0,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,4,4,1
1/4 cup shredded carrots,1/4 cup shredded carrots,1/4 cup baby spinach,1/4 cup baby spinach,0.25,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,5,5,1
1/4 cup baby spinach,1/4 cup baby spinach,Instructions:,Instructions:,-1966.0,-36.0,0,0,0,12.0,12.0,0.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,5,5,0
