text_a,span_text_a,text_b,span_text_b,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,is_centered_B,font_size_a,font_size_b,font_size_diff,same_font,is_bold_A,is_bold_B,is_italic_A,is_italic_B,is_monospace_A,is_monospace_B,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,page_number_a,page_number_b,label
casual eatery offers delicious and affordable local dishes. The rustic ambiance and,casual eatery oﬀers delicious and aﬀordable local dishes. The rustic ambiance and,friendly service make it a favorite among locals and tourists alike.,friendly service make it a favorite among locals and tourists alike.,1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
friendly service make it a favorite among locals and tourists alike.,friendly service make it a favorite among locals and tourists alike.,"La Merenda Nice: A small, cozy restaurant serving authentic Niçoise cuisine. The","La Merenda (Nice): A small, cozy restaurant serving authentic Niçoise cuisine. The",4.44,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,2,2,0
"La Merenda Nice: A small, cozy restaurant serving authentic Niçoise cuisine. The","La Merenda (Nice): A small, cozy restaurant serving authentic Niçoise cuisine. The","menu changes with the seasons, ensuring fresh and flavorful dishes. Reservations are a","menu changes with the seasons, ensuring fresh and flavorful dishes. Reservations are a",1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
"menu changes with the seasons, ensuring fresh and flavorful dishes. Reservations are a","menu changes with the seasons, ensuring fresh and flavorful dishes. Reservations are a",must due to its popularity and limited seating.,must due to its popularity and limited seating.,1.0,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
must due to its popularity and limited seating.,must due to its popularity and limited seating.,"Chez Etienne Marseille: Known for its simple yet delicious pizzas and grilled meats,","Chez Etienne (Marseille): Known for its simple yet delicious pizzas and grilled meats,",4.41,0.0,1,0,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,2,2,0
"Chez Etienne Marseille: Known for its simple yet delicious pizzas and grilled meats,","Chez Etienne (Marseille): Known for its simple yet delicious pizzas and grilled meats,",this family-owned restaurant is a local favorite. The lively atmosphere and hearty,this family-owned restaurant is a local favorite. The lively atmosphere and hearty,1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
this family-owned restaurant is a local favorite. The lively atmosphere and hearty,this family-owned restaurant is a local favorite. The lively atmosphere and hearty,portions make it a great spot for a casual meal.,portions make it a great spot for a casual meal.,1.0,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
portions make it a great spot for a casual meal.,portions make it a great spot for a casual meal.,Le Bistrot du Paradou Paradou: A charming bistro offering a daily fixed menu with,Le Bistrot du Paradou (Paradou): A charming bistro oﬀering a daily fixed menu with,4.41,0.0,1,0,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,2,2,0
Le Bistrot du Paradou Paradou: A charming bistro offering a daily fixed menu with,Le Bistrot du Paradou (Paradou): A charming bistro oﬀering a daily fixed menu with,"hearty Provençal dishes at reasonable prices. The warm, welcoming environment and","hearty Provençal dishes at reasonable prices. The warm, welcoming environment and",1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
"hearty Provençal dishes at reasonable prices. The warm, welcoming environment and","hearty Provençal dishes at reasonable prices. The warm, welcoming environment and",generous servings make it a must-visit.,generous servings make it a must-visit.,1.0,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
generous servings make it a must-visit.,generous servings make it a must-visit.,Le Comptoir du Marché Nice: This bistro offers a variety of traditional French dishes,Le Comptoir du Marché (Nice): This bistro oﬀers a variety of traditional French dishes,4.41,0.0,1,0,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,2,2,0
Le Comptoir du Marché Nice: This bistro offers a variety of traditional French dishes,Le Comptoir du Marché (Nice): This bistro oﬀers a variety of traditional French dishes,at affordable prices. The cozy atmosphere and friendly staff make it a great spot for a,at aﬀordable prices. The cozy atmosphere and friendly staﬀ make it a great spot for a,1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
at affordable prices. The cozy atmosphere and friendly staff make it a great spot for a,at aﬀordable prices. The cozy atmosphere and friendly staﬀ make it a great spot for a,casual meal.,casual meal.,1.0,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
casual meal.,casual meal.,Le Petit Nice Marseille: A budget-friendly option offering a variety of seafood dishes.,Le Petit Nice (Marseille): A budget-friendly option oﬀering a variety of seafood dishes.,4.41,0.0,1,0,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,2,2,0
Le Petit Nice Marseille: A budget-friendly option offering a variety of seafood dishes.,Le Petit Nice (Marseille): A budget-friendly option oﬀering a variety of seafood dishes.,The relaxed setting and fresh ingredients make it a popular choice.,The relaxed setting and fresh ingredients make it a popular choice.,1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,2,2,1
The relaxed setting and fresh ingredients make it a popular choice.,The relaxed setting and fresh ingredients make it a popular choice.,"Le Café de Turin Nice: Known for its seafood, this café offers a variety of affordable","Le Café de Turin (Nice): Known for its seafood, this café oﬀers a variety of aﬀordable",4.44,-0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,2,2,0
"Le Café de Turin Nice: Known for its seafood, this café offers a variety of affordable","Le Café de Turin (Nice): Known for its seafood, this café oﬀers a variety of aﬀordable",dishes in a lively setting. The fresh oysters are a must-try.,dishes in a lively setting. The fresh oysters are a must-try.,1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
dishes in a lively setting. The fresh oysters are a must-try.,dishes in a lively setting. The fresh oysters are a must-try.,Le Panier Marseille: A casual eatery offering a variety of Mediterranean dishes at,Le Panier (Marseille): A casual eatery oﬀering a variety of Mediterranean dishes at,4.41,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,2,2,0
Le Panier Marseille: A casual eatery offering a variety of Mediterranean dishes at,Le Panier (Marseille): A casual eatery oﬀering a variety of Mediterranean dishes at,reasonable prices. The outdoor seating and friendly service make it a great spot for a,reasonable prices. The outdoor seating and friendly service make it a great spot for a,1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
reasonable prices. The outdoor seating and friendly service make it a great spot for a,reasonable prices. The outdoor seating and friendly service make it a great spot for a,relaxed meal.,relaxed meal.,1.0,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
relaxed meal.,relaxed meal.,Le Bistrot Gourmand Cannes: This bistro offers a variety of traditional French dishes,Le Bistrot Gourmand (Cannes): This bistro oﬀers a variety of traditional French dishes,4.41,0.0,1,0,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,2,2,0
Le Bistrot Gourmand Cannes: This bistro offers a variety of traditional French dishes,Le Bistrot Gourmand (Cannes): This bistro oﬀers a variety of traditional French dishes,at affordable prices. The cozy atmosphere and friendly staff make it a great spot for a,at aﬀordable prices. The cozy atmosphere and friendly staﬀ make it a great spot for a,1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
at affordable prices. The cozy atmosphere and friendly staff make it a great spot for a,at aﬀordable prices. The cozy atmosphere and friendly staﬀ make it a great spot for a,casual meal.,casual meal.,1.0,-0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
casual meal.,casual meal.,Le Petit Pontoise Paris: A charming bistro offering a variety of traditional French,Le Petit Pontoise (Paris): A charming bistro oﬀering a variety of traditional French,4.41,0.0,1,0,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,2,2,0
Le Petit Pontoise Paris: A charming bistro offering a variety of traditional French,Le Petit Pontoise (Paris): A charming bistro oﬀering a variety of traditional French,dishes at reasonable prices. The cozy atmosphere and friendly service make it a great,dishes at reasonable prices. The cozy atmosphere and friendly service make it a great,1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
dishes at reasonable prices. The cozy atmosphere and friendly service make it a great,dishes at reasonable prices. The cozy atmosphere and friendly service make it a great,spot for a casual meal.,spot for a casual meal.,1.0,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
Family-Friendly Restaurants,Family-Friendly Restaurants,"Club 55 Saint-Tropez: This iconic beach club offers a relaxed, family-friendly","Club 55 (Saint-Tropez): This iconic beach club oﬀers a relaxed, family-friendly",4.43,36.0,0,0,1,12.0,12.0,0.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,3,3,0
"Club 55 Saint-Tropez: This iconic beach club offers a relaxed, family-friendly","Club 55 (Saint-Tropez): This iconic beach club oﬀers a relaxed, family-friendly",atmosphere with a menu featuring fresh seafood and Mediterranean dishes. The,atmosphere with a menu featuring fresh seafood and Mediterranean dishes. The,1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
atmosphere with a menu featuring fresh seafood and Mediterranean dishes. The,atmosphere with a menu featuring fresh seafood and Mediterranean dishes. The,beachside location and casual vibe make it perfect for families.,beachside location and casual vibe make it perfect for families.,1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
beachside location and casual vibe make it perfect for families.,beachside location and casual vibe make it perfect for families.,"Le Safari Nice: Located in the heart of the old town, this restaurant offers a diverse","Le Safari (Nice): Located in the heart of the old town, this restaurant oﬀers a diverse",4.41,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,3,3,0
"Le Safari Nice: Located in the heart of the old town, this restaurant offers a diverse","Le Safari (Nice): Located in the heart of the old town, this restaurant oﬀers a diverse",menu with options for both adults and children. The lively setting and outdoor seating,menu with options for both adults and children. The lively setting and outdoor seating,1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
menu with options for both adults and children. The lively setting and outdoor seating,menu with options for both adults and children. The lively setting and outdoor seating,make it a great spot for a family meal.,make it a great spot for a family meal.,1.0,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
make it a great spot for a family meal.,make it a great spot for a family meal.,La Table du Marché Saint-Rémy-de-Provence: A welcoming restaurant with a varied,La Table du Marché (Saint-Rémy-de-Provence): A welcoming restaurant with a varied,4.41,0.0,1,0,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,3,3,0
La Table du Marché Saint-Rémy-de-Provence: A welcoming restaurant with a varied,La Table du Marché (Saint-Rémy-de-Provence): A welcoming restaurant with a varied,"menu that includes kid-friendly options and fresh, local ingredients. The charming","menu that includes kid-friendly options and fresh, local ingredients. The charming",1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
"menu that includes kid-friendly options and fresh, local ingredients. The charming","menu that includes kid-friendly options and fresh, local ingredients. The charming",setting and friendly staff ensure a pleasant dining experience for families.,setting and friendly staﬀ ensure a pleasant dining experience for families.,1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
setting and friendly staff ensure a pleasant dining experience for families.,setting and friendly staﬀ ensure a pleasant dining experience for families.,Le Grill Decize: A family-friendly restaurant offering a variety of grilled meats and,Le Grill (Decize): A family-friendly restaurant oﬀering a variety of grilled meats and,4.41,-0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,3,3,0
Le Grill Decize: A family-friendly restaurant offering a variety of grilled meats and,Le Grill (Decize): A family-friendly restaurant oﬀering a variety of grilled meats and,classic French dishes in a casual setting. The relaxed atmosphere and extensive menu,classic French dishes in a casual setting. The relaxed atmosphere and extensive menu,1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
classic French dishes in a casual setting. The relaxed atmosphere and extensive menu,classic French dishes in a casual setting. The relaxed atmosphere and extensive menu,cater to all ages.,cater to all ages.,1.0,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
cater to all ages.,cater to all ages.,Le Jardin de Benjamin Lorgues: This restaurant offers a variety of dishes made with,Le Jardin de Benjamin (Lorgues): This restaurant oﬀers a variety of dishes made with,4.41,-0.0,1,0,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,3,3,0
Le Jardin de Benjamin Lorgues: This restaurant offers a variety of dishes made with,Le Jardin de Benjamin (Lorgues): This restaurant oﬀers a variety of dishes made with,"fresh, local ingredients. The outdoor seating and kid-friendly menu make it a great","fresh, local ingredients. The outdoor seating and kid-friendly menu make it a great",1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
"fresh, local ingredients. The outdoor seating and kid-friendly menu make it a great","fresh, local ingredients. The outdoor seating and kid-friendly menu make it a great",spot for families.,spot for families.,1.0,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
spot for families.,spot for families.,Le Petit Jardin Montpellier: A family-friendly restaurant offering a variety of,Le Petit Jardin (Montpellier): A family-friendly restaurant oﬀering a variety of,4.44,0.0,1,0,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,3,3,0
Le Petit Jardin Montpellier: A family-friendly restaurant offering a variety of,Le Petit Jardin (Montpellier): A family-friendly restaurant oﬀering a variety of,Mediterranean dishes. The outdoor seating and relaxed atmosphere make it a great,Mediterranean dishes. The outdoor seating and relaxed atmosphere make it a great,1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,3,3,1
Mediterranean dishes. The outdoor seating and relaxed atmosphere make it a great,Mediterranean dishes. The outdoor seating and relaxed atmosphere make it a great,spot for a family meal.,spot for a family meal.,1.0,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
spot for a family meal.,spot for a family meal.,Le Café de la Plage Arcachon: This beachfront café offers a variety of seafood dishes,Le Café de la Plage (Arcachon): This beachfront café oﬀers a variety of seafood dishes,4.41,0.0,1,0,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,3,3,0
Le Café de la Plage Arcachon: This beachfront café offers a variety of seafood dishes,Le Café de la Plage (Arcachon): This beachfront café oﬀers a variety of seafood dishes,and kid-friendly options. The relaxed setting and beautiful views make it a great spot,and kid-friendly options. The relaxed setting and beautiful views make it a great spot,1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
and kid-friendly options. The relaxed setting and beautiful views make it a great spot,and kid-friendly options. The relaxed setting and beautiful views make it a great spot,for families.,for families.,1.0,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
for families.,for families.,Le Petit Nice Marseille: A family-friendly restaurant offering a variety of seafood,Le Petit Nice (Marseille): A family-friendly restaurant oﬀering a variety of seafood,4.41,0.0,1,0,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,3,3,0
Le Petit Nice Marseille: A family-friendly restaurant offering a variety of seafood,Le Petit Nice (Marseille): A family-friendly restaurant oﬀering a variety of seafood,dishes. The relaxed setting and fresh ingredients make it a popular choice.,dishes. The relaxed setting and fresh ingredients make it a popular choice.,1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
dishes. The relaxed setting and fresh ingredients make it a popular choice.,dishes. The relaxed setting and fresh ingredients make it a popular choice.,Le Jardin des Sens Montpellier: This restaurant offers a variety of dishes made with,Le Jardin des Sens (Montpellier): This restaurant oﬀers a variety of dishes made with,4.41,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,3,3,0
Le Jardin des Sens Montpellier: This restaurant offers a variety of dishes made with,Le Jardin des Sens (Montpellier): This restaurant oﬀers a variety of dishes made with,"fresh, local ingredients. The outdoor seating and kid-friendly menu make it a great","fresh, local ingredients. The outdoor seating and kid-friendly menu make it a great",1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
"fresh, local ingredients. The outdoor seating and kid-friendly menu make it a great","fresh, local ingredients. The outdoor seating and kid-friendly menu make it a great",spot for families.,spot for families.,1.0,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
spot for families.,spot for families.,Le Café des Arts Nice: A family-friendly café offering a variety of dishes and kidfriendly options. The relaxed setting and friendly service make it a great spot for a,friendly options. The relaxed setting and friendly service make it a great spot for a,11.72,0.0,1,0,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,3,3,0
Le Café des Arts Nice: A family-friendly café offering a variety of dishes and kidfriendly options. The relaxed setting and friendly service make it a great spot for a,friendly options. The relaxed setting and friendly service make it a great spot for a,family meal.,family meal.,1.0,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
Upscale Restaurants,Upscale Restaurants,AM by Alexandre Mazzia Marseille: A two-Michelin-starred restaurant offering a,AM by Alexandre Mazzia (Marseille): A two-Michelin-starred restaurant oﬀering a,4.43,36.0,0,0,1,12.0,12.0,0.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,4,4,0
AM by Alexandre Mazzia Marseille: A two-Michelin-starred restaurant offering a,AM by Alexandre Mazzia (Marseille): A two-Michelin-starred restaurant oﬀering a,fine-dining experience with innovative dishes inspired by Mediterranean flavors. The,fine-dining experience with innovative dishes inspired by Mediterranean flavors. The,1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
fine-dining experience with innovative dishes inspired by Mediterranean flavors. The,fine-dining experience with innovative dishes inspired by Mediterranean flavors. The,artistic presentation and unique flavor combinations make it a culinary adventure.,artistic presentation and unique flavor combinations make it a culinary adventure.,1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
artistic presentation and unique flavor combinations make it a culinary adventure.,artistic presentation and unique flavor combinations make it a culinary adventure.,"Le Mirazur Menton: Ranked among the world's best restaurants, Le Mirazur offers a","Le Mirazur (Menton): Ranked among the world's best restaurants, Le Mirazur oﬀers a",4.41,-0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,4,4,0
"Le Mirazur Menton: Ranked among the world's best restaurants, Le Mirazur offers a","Le Mirazur (Menton): Ranked among the world's best restaurants, Le Mirazur oﬀers a","unique dining experience with a focus on fresh, local ingredients and innovative","unique dining experience with a focus on fresh, local ingredients and innovative",1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
"unique dining experience with a focus on fresh, local ingredients and innovative","unique dining experience with a focus on fresh, local ingredients and innovative",dishes. The stunning views of the Mediterranean add to the allure.,dishes. The stunning views of the Mediterranean add to the allure.,1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
dishes. The stunning views of the Mediterranean add to the allure.,dishes. The stunning views of the Mediterranean add to the allure.,"La Chèvre d'Or Èze: Located in a medieval village, this two-Michelin-starred","La Chèvre d'Or (Èze): Located in a medieval village, this two-Michelin-starred",4.41,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,4,4,0
"La Chèvre d'Or Èze: Located in a medieval village, this two-Michelin-starred","La Chèvre d'Or (Èze): Located in a medieval village, this two-Michelin-starred",restaurant serves refined Provençal cuisine with breathtaking views of the French,restaurant serves refined Provençal cuisine with breathtaking views of the French,1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
restaurant serves refined Provençal cuisine with breathtaking views of the French,restaurant serves refined Provençal cuisine with breathtaking views of the French,Riviera. The elegant setting and impeccable service make it a memorable dining,Riviera. The elegant setting and impeccable service make it a memorable dining,1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,4,4,1
Riviera. The elegant setting and impeccable service make it a memorable dining,Riviera. The elegant setting and impeccable service make it a memorable dining,experience.,experience.,1.0,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
experience.,experience.,Hostellerie de Jérôme La Turbie: A two-Michelin-starred restaurant offering,Hostellerie de Jérôme (La Turbie): A two-Michelin-starred restaurant oﬀering,4.41,0.0,1,0,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,4,4,0
Hostellerie de Jérôme La Turbie: A two-Michelin-starred restaurant offering,Hostellerie de Jérôme (La Turbie): A two-Michelin-starred restaurant oﬀering,traditional French fare created from the very best local ingredients. The historic setting,traditional French fare created from the very best local ingredients. The historic setting,1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
